Tissue,AAA(K),AAC(N),AAG(K),AAT(N),ACA(T),ACC(T),ACG(T),ACT(T),AGA(R),AGC(S),AGG(R),AGT(S),ATA(I),ATC(I),ATT(I),CAA(Q),CAC(H),CAG(Q),CAT(H),CCA(P),CCC(P),CCG(P),CCT(P),CGA(R),CGC(R),CGG(R),CGT(R),CTA(L),CTC(L),CTG(L),CTT(L),GAA(E),GAC(D),GAG(E),GAT(D),GCA(A),GCC(A),GCG(A),GCT(A),GGA(G),GGC(G),GGG(G),GGT(G),GTA(V),GTC(V),GTG(V),GTT(V),TAA(Stop),TAC(Y),TAG(Stop),TAT(Y),TCA(S),TCC(S),TCG(S),TCT(S),TGA(Stop),TGC(C),TGT(C),TTA(L),TTC(F),TTG(L),TTT(F)
Heart,0.39484661986062586,0.5713825617894613,0.605153380139374,0.4286174382105383,0.2768193421202194,0.3558212506263612,0.1142025332709889,0.25315687398243075,0.22005992424106058,0.23107563533852832,0.21057677530585314,0.1386589742290673,0.13444099477331448,0.5079674085144211,0.3575915967122646,0.2620629121529235,0.5704448889584619,0.737937087847076,0.42955511104153815,0.31354119291101984,0.30501768327487383,0.0976288756699584,0.28381224814414796,0.1226939752697846,0.17052617875416712,0.18525454110547251,0.09088860532366251,0.08680274028863116,0.18411706317872875,0.3869204446691654,0.12895758995224238,0.4347004081401398,0.5316149718699725,0.5652995918598606,0.46838502813002725,0.24844919501669685,0.37502677090894343,0.08974468462511082,0.2867793494492492,0.2558644105062935,0.3371287097616076,0.23555235437902966,0.17145452535306976,0.1339020711031179,0.24221579385960157,0.44499793426753037,0.17888420076975053,0.29943502824858753,0.5470689405915156,0.2135593220338983,0.4529310594084846,0.15423841225637533,0.2237448121250215,0.05946220297670703,0.19281996307430097,0.4870056497175141,0.5049933785240508,0.495006621475949,0.07519580071365617,0.5084202540443524,0.138006361197576,0.49157974595564774
Kidney,0.3770244897950999,0.5893047669216422,0.6229755102049007,0.4106952330783572,0.2514535805951349,0.37251610301656674,0.13680765506188483,0.23922266132641415,0.20723255239130375,0.2546388159650838,0.2138595701962379,0.12997859026928596,0.14240792618867318,0.5472135358337707,0.3103785379775565,0.25210604710565315,0.6180701242078331,0.7478939528943479,0.3819298757921671,0.27197364987124223,0.32900279564159146,0.125235755829496,0.27378779865767044,0.11720572064867596,0.1935368660169838,0.19571907762235527,0.0724462131244443,0.06672085409372293,0.21268651064416194,0.42197538486908237,0.11730068507887575,0.3945058899654778,0.5857058825040149,0.6054941100345222,0.41429411749598566,0.22333054464854987,0.40296212330203757,0.10438174618307615,0.26932558586633765,0.25603497542524667,0.35505921248743055,0.2528915072068232,0.13601430488049998,0.10161781345331343,0.25188567505712783,0.4870486518628355,0.15944785962672361,0.2575221238938053,0.597369511420507,0.2168141592920354,0.40263048857949285,0.12837531379487616,0.24289976544789457,0.07079892453464486,0.17330858998821583,0.5256637168141592,0.5841618656245668,0.4158381343754336,0.05970619499303886,0.5852592536189027,0.12161037032111857,0.4147407463810974
Liver,0.40761422323816165,0.5335544985808084,0.5923857767618389,0.46644550141919167,0.2775227506589624,0.36410941710040284,0.11384521078466667,0.2445226214559695,0.25049697562957174,0.2390871265998197,0.22853845704556722,0.14888419626355875,0.16585443049732315,0.48435141075169263,0.34979415875098496,0.306105984441881,0.5645842534693024,0.69389401555812,0.4354157465306979,0.2918826043834334,0.30795238133838176,0.09706915092613388,0.3030958633520522,0.11044744267048905,0.15693139570201847,0.17550711126583032,0.07807861768652474,0.07673301042395182,0.19312514467142497,0.38658921859169826,0.13113971062319657,0.442921106424388,0.5195780365459026,0.5570788935756117,0.4804219634540972,0.24697849342195213,0.3764221011849132,0.08953041460837118,0.28706899078476433,0.2947340915901711,0.3043513098822268,0.24113599433151126,0.15977860419609177,0.11794737627167712,0.2380500255450313,0.45395899142158,0.19004360676171306,0.26053113553113555,0.5605910666624807,0.21520146520146521,0.43940893333751907,0.1499697576868061,0.2228358183242413,0.05588090475153674,0.18334219637403867,0.5242673992673992,0.5198287747891102,0.4801712252108896,0.07915125424975926,0.5302393028022864,0.13326166143997034,0.46976069719771313
Lung,0.3625366040254631,0.5973476550360186,0.6374633959745375,0.4026523449639815,0.2589154348130158,0.39491513367962083,0.1294796426775915,0.2166897888297723,0.2034985166307441,0.27337793140326133,0.2132226949205559,0.13341622766104413,0.13092530963203308,0.5553721238765061,0.3137025664914614,0.2465755156514013,0.6491921292900112,0.7534244843485987,0.3508078707099885,0.2677145098303381,0.3398615611703445,0.1249281602176605,0.2674957687816579,0.10012583491448021,0.18912852234389338,0.22208833623363683,0.07193609495669075,0.0643821094663276,0.21961378724150052,0.43471724859057137,0.11027169431178005,0.37749748732942406,0.5982914856063136,0.6225025126705762,0.4017085143936871,0.21668827155510081,0.4209129617901167,0.11092281295406896,0.25147595370071474,0.23890759898516126,0.35321255733768087,0.26161930421244267,0.14626053946471612,0.0964670347487146,0.2617167782998111,0.48561992469621973,0.15619626225525496,0.2460958535271944,0.612022342588653,0.2299407646742057,0.3879776574113465,0.1297077285310939,0.23310719150153536,0.06326709650867106,0.1671238243943959,0.5239633817985999,0.5947512966459759,0.4052487033540248,0.06054253579511671,0.6002421868996705,0.1104726245947043,0.39975781310032993
Lymph Node,0.4337783588054225,0.5370487515353294,0.566221641194577,0.4629512484646708,0.3019131280634886,0.32851253210071435,0.10430528084106647,0.26526905899473063,0.26940408875343336,0.22802693851831662,0.22235857525676833,0.16179160868042075,0.18085894604930844,0.46215286673908906,0.3569881872116039,0.284041333206142,0.5438833666871697,0.7159586667938588,0.45611663331283026,0.3004244849963863,0.2908596330986383,0.10160890415047251,0.3071069777545016,0.11790157077596287,0.13427653260241285,0.17661843608831831,0.0794407965231037,0.07992474596675875,0.18164660939292968,0.3587123600132926,0.1478577773633125,0.45622586346417776,0.5182179676802832,0.5437741365358222,0.4817820323197167,0.262783970992216,0.3617650100161458,0.08889533080838334,0.28655568818325583,0.29592007527757147,0.28977061431124707,0.23657565768182703,0.17773365272935343,0.14132966908511654,0.22210787803341997,0.4334092157672518,0.20315323711421215,0.27309018326982326,0.5291361835860968,0.24260569769551732,0.4708638164139033,0.15558501863434462,0.20863290570690757,0.05150305870209945,0.19446046975791154,0.4843041190346594,0.49452285699146253,0.5054771430085374,0.09401009432903475,0.5076595299021446,0.1378484129346719,0.4923404700978554
Ovary,0.40794650086446976,0.5531033141142142,0.5920534991355298,0.4468966858857855,0.2772379842670651,0.34192407851394785,0.12124737300390008,0.25959056421508675,0.23163435860460402,0.24022730464786066,0.20798983390537001,0.1546296505931794,0.16186837185196626,0.48259074651560324,0.3555408816324306,0.25342113234144353,0.591176196337009,0.7465788676585571,0.40882380366299165,0.28067343273800865,0.318368444761495,0.11577553534533948,0.2851825871551558,0.11364466914854979,0.17373577814690838,0.19465098879008255,0.07834437140448497,0.07152003562770406,0.18641190921391865,0.37955232972633113,0.14829418459972285,0.417791345487505,0.5365013132356546,0.5822086545124949,0.4634986867643452,0.24523419619949402,0.3849834598891145,0.10410250962851894,0.26567983428287206,0.2654560416731604,0.3257867971868641,0.2379728106860171,0.17078435045395793,0.1269854961635603,0.23757864276532362,0.4502368153391869,0.18519904573192889,0.3020457280385079,0.5614439687407848,0.2252019941550627,0.43855603125921605,0.1480471953608536,0.21511239745989777,0.06070139416265451,0.18128205777555437,0.47275227780642953,0.5276051388305685,0.4723948611694317,0.07821521476744778,0.5393721128652941,0.1360063260648761,0.4606278871347059
Pancreas,0.3300563772215447,0.6184793412658843,0.6699436227784554,0.3815206587341156,0.23239980116068326,0.4319328687684951,0.1259925304339001,0.20967479963692118,0.1819101165111787,0.26257110141478934,0.2217858895369111,0.12614050926222586,0.1054670412278701,0.5902890171013687,0.30424394167076113,0.24209811257440716,0.6455198919909639,0.7579018874255925,0.35448010800903584,0.25646338875643676,0.3699162303610439,0.09636468481576428,0.2772556960667549,0.08357717110851431,0.24926464917266677,0.18279146517503655,0.08067070849569258,0.05169563669747282,0.2330430285987152,0.4643704149194299,0.11671663258766753,0.31602319852613314,0.6626256711112685,0.6839768014738669,0.33737432888873137,0.19295217233303721,0.45542875115901943,0.09707098746986435,0.25454808903807885,0.21070749056951,0.40059416384738494,0.25029150384446747,0.13840684173863746,0.08101236724367655,0.2781322894518327,0.502038255564146,0.1388170877403445,0.3333333333333333,0.656337677651129,0.22916666666666666,0.3436623223488709,0.09254809100314469,0.2943172214353908,0.0519918385464637,0.1724312383379852,0.4375,0.6159778911658955,0.38402210883410465,0.03857324321085263,0.6282578995174571,0.09560104398586212,0.3717421004825428
Placenta,0.3679103864110377,0.6074434282015891,0.6320896135889625,0.39255657179841014,0.2559084451920945,0.3947998141113616,0.13437953431045543,0.2149122063860888,0.19756982379641166,0.2681659345675108,0.21318804396573993,0.12883436271555784,0.14417381701278498,0.5523658470201028,0.30346033596711275,0.23619580149628586,0.6277040516397852,0.7638041985037144,0.37229594836021473,0.26614797993175,0.33799593438739733,0.12432444154976649,0.2715316441310869,0.10175867060049948,0.20194646633439545,0.20808665100161403,0.07745034430134137,0.06335199591721344,0.20851290297992203,0.4355376593153468,0.11533749677240411,0.3837268516756989,0.5879531576382782,0.6162731483243014,0.4120468423617217,0.2237212813741437,0.41182265259813955,0.1139540831907463,0.2505019828369711,0.23858793755365146,0.36142794403112727,0.2468079924999862,0.15317612591523488,0.09896694134720375,0.2642977843073361,0.4849278668389749,0.1518074075064865,0.265157532433148,0.615254022625854,0.23537198835054274,0.38474597737414656,0.13349635198697665,0.2395030704671091,0.06623802996616726,0.16376225029667965,0.49947047921630927,0.5845688297856536,0.415431170214346,0.06208013578451514,0.5929851119174467,0.11517980923060003,0.4070148880825533
Prostate gland,0.3725975677655544,0.5805388090312932,0.6274024322344464,0.4194611909687067,0.25553398295830865,0.37404506237090307,0.1495087599725852,0.22091219469820353,0.20548244203654775,0.24853816973413465,0.20625624325825792,0.1380741755618838,0.14851224746023875,0.5361566205054027,0.3153311320343586,0.2453836432678847,0.6235708428057124,0.754616356732116,0.37642915719428716,0.26730945194043243,0.3221190585961709,0.14580349287000413,0.26476799659339306,0.1024324680756678,0.20919066218322493,0.20298062037787276,0.07365756406843031,0.06429802523974153,0.1991402758357062,0.42086867170199777,0.12465658819039503,0.3731315864715808,0.5958407631087572,0.626868413528419,0.4041592368912423,0.22189318554700385,0.3968080936838897,0.13571902574581188,0.2455796950232951,0.2561125683411564,0.3402489062567667,0.2523597196038781,0.15127880579819955,0.10919754732684453,0.23531435242883902,0.48729817201005765,0.16818992823425966,0.26532964499769485,0.6077567965297034,0.18510834485938218,0.39224320347029706,0.14049429621247336,0.2334602356685187,0.07383612351680109,0.16559699930619004,0.5495620101429229,0.5813621626571017,0.4186378373428993,0.06612440431604472,0.5878752453443878,0.124912034716116,0.4121247546556129
Rectum,0.398388747127963,0.574205481191566,0.601611252872037,0.42579451880843405,0.2842082972318695,0.37539323259321883,0.09723091630330473,0.2431675538716073,0.22432436139181045,0.23694378886762435,0.23688110198130138,0.1408039399004425,0.1468062904285184,0.5174368365902068,0.335756872981275,0.28301724630386826,0.5783383558753517,0.7169827536961323,0.4216616441246478,0.2817449105512485,0.325899233620115,0.09323201831159479,0.2991238375170419,0.10564628020292333,0.16831748261079765,0.18298815976975769,0.08184261404341008,0.08063637977654114,0.2147577834838302,0.3788308883721208,0.12884071618718695,0.4141820011382432,0.5701075622985914,0.5858179988617565,0.4298924377014089,0.23505511519837616,0.39964367291271463,0.0853934929201322,0.2799077189687773,0.2686655202409051,0.33041593824492327,0.2442374559910507,0.15668108552312168,0.11425672905811811,0.2553260156810771,0.45745157586819296,0.17296567939261218,0.27444444444444444,0.5319669699787151,0.22111111111111115,0.4680330300212853,0.14543913626557223,0.24716696549785538,0.04971673625654941,0.17992943321195662,0.5044444444444445,0.5298108575748673,0.47018914242513243,0.06253664400554083,0.5466569451990944,0.1343975881747799,0.4533430548009058
Salivary Gland,0.3584659149203266,0.5875072017080487,0.641534085079673,0.41249279829195123,0.2530249982916972,0.39712073018574284,0.13490733078488013,0.21494694073767961,0.2263854399201671,0.2566532865770125,0.21666868312469972,0.11749030714131128,0.1383782251903791,0.5665133817953552,0.29510839301426517,0.26687753931903335,0.6253655791024634,0.7331224606809663,0.37463442089753657,0.2879419339641866,0.32953409581551985,0.11915568821361151,0.263368282006682,0.08982305958493411,0.20002597623426582,0.1964010177194399,0.07069582341649312,0.06270808972685414,0.20887138861846552,0.4399800329881747,0.12500876777384873,0.3921427699300467,0.6061370906264135,0.6078572300699534,0.39386290937358626,0.20012777579402946,0.4286096694404561,0.10004402301471327,0.27121853175080085,0.2559198468768532,0.3659093602571046,0.23405606891512182,0.1441147239509202,0.08567235474286185,0.2753814671229104,0.4691728079224786,0.16977337021174907,0.28125,0.570094041468591,0.25625,0.42990595853140884,0.13822442419116793,0.2590623545108321,0.058869256546024096,0.16970037103365182,0.4625,0.6073685719752786,0.39263142802472134,0.054837180248244057,0.620965894299112,0.10859454064441261,0.379034105700888
Skeletal Muscle,0.3248386703398805,0.6453653654858779,0.6751613296601199,0.35463463451412364,0.22637275740883198,0.4099646097756897,0.15373262895529785,0.2099300038601813,0.1537803536353987,0.2802656942693937,0.18923510957974632,0.11696837473683758,0.11296738275769995,0.6108751445931525,0.2761574726491477,0.21000448421486104,0.6827645592390825,0.7899955157851393,0.3172354407609179,0.2398377740188656,0.3659857134691461,0.14189148925535935,0.2522850232566303,0.10176472567219838,0.23593561735992788,0.23153990594477605,0.08774428780795339,0.05145202009315394,0.2105764106600185,0.4864745671293435,0.10459748304991896,0.33273042827846416,0.6099882316809059,0.6672695717215357,0.39001176831909423,0.19941703676568218,0.4484241344704636,0.11813874916502574,0.23402007959882873,0.20767116212464443,0.37743113202027384,0.2663498121508612,0.14854789370422095,0.08098714033641861,0.2509575556728957,0.524962655869148,0.1430926481215375,0.24873949579831933,0.6350207811662069,0.23403361344537815,0.36497921883379375,0.11153623363094835,0.256600075802753,0.07235826227344444,0.16227135928662345,0.5172268907563026,0.6292028752829976,0.370797124717003,0.048492691565819666,0.6247832857392827,0.09840682750174594,0.37521671426071856
Small Intestine,0.3439077198359562,0.6035790379688646,0.656092280164044,0.3964209620311355,0.2573151013171576,0.399283428501039,0.13240017474063764,0.21100129544116583,0.2043078000773962,0.26025014748363684,0.22762855895131157,0.12623895633127422,0.1344544456574691,0.5674689021688294,0.2980766521737019,0.24581780437222944,0.6279538325924358,0.7541821956277711,0.37204616740756424,0.2664222855777213,0.3496938174065192,0.11472885986936279,0.2691550371463973,0.10222247132263397,0.1782204566056143,0.21189816523755298,0.07572254780549172,0.0658561363425315,0.21163201191364936,0.4367169609346052,0.11011626519304868,0.3566640767841574,0.5930018334772976,0.6433359232158427,0.4069981665227025,0.213726201211228,0.41449873182760333,0.1052198685449147,0.26655519841625436,0.2361444788379477,0.3551394356183049,0.25612138519215544,0.1525947003515922,0.09822778054068186,0.26352405915475274,0.4853098570596536,0.15293830324491167,0.2301967038809144,0.5948861595193112,0.2300194931773879,0.40511384048068855,0.12390042577717948,0.2532791386685792,0.06468678869285097,0.17164454304648,0.5397838029416977,0.5909449751282823,0.40905502487171785,0.057767848684345625,0.5897899572155764,0.11791077693182025,0.41021004278442347
